feature,value
p_value_ATAC::activated_cd4_positive_cd25_positive_alpha_beta_regulatory_t_cell__pc,6.797979969734843e-277
fraction_within_ATAC::activated_cd4_positive_cd25_positive_alpha_beta_regulatory_t_cell__pc,0.013078630999009588
cosine_similarity_ATAC::activated_cd4_positive_cd25_positive_alpha_beta_regulatory_t_cell__pc,0.028195469122326865
x_sum_ATAC::activated_cd4_positive_cd25_positive_alpha_beta_regulatory_t_cell__pc,257016019.01388252
y_sum_ATAC::activated_cd4_positive_cd25_positive_alpha_beta_regulatory_t_cell__pc,3616688.9003788605
x_squared_sum_ATAC::activated_cd4_positive_cd25_positive_alpha_beta_regulatory_t_cell__pc,3961717906.470374
y_squared_sum_ATAC::activated_cd4_positive_cd25_positive_alpha_beta_regulatory_t_cell__pc,3589006.8500284376
xy_sum_ATAC::activated_cd4_positive_cd25_positive_alpha_beta_regulatory_t_cell__pc,3362081.5446449467
n_ATAC::activated_cd4_positive_cd25_positive_alpha_beta_regulatory_t_cell__pc,257066779.0
pearson_r_ATAC::activated_cd8_positive_alpha_beta_memory_t_cell__pc,-0.00287486200492883
p_value_ATAC::activated_cd8_positive_alpha_beta_memory_t_cell__pc,0.0
fraction_within_ATAC::activated_cd8_positive_alpha_beta_memory_t_cell__pc,0.01199129195800395
cosine_similarity_ATAC::activated_cd8_positive_alpha_beta_memory_t_cell__pc,0.02663707465712464
x_sum_ATAC::activated_cd8_positive_alpha_beta_memory_t_cell__pc,257016019.01388252
y_sum_ATAC::activated_cd8_positive_alpha_beta_memory_t_cell__pc,3402805.700301446
x_squared_sum_ATAC::activated_cd8_positive_alpha_beta_memory_t_cell__pc,3961717906.470374
y_squared_sum_ATAC::activated_cd8_positive_alpha_beta_memory_t_cell__pc,3380393.530019912
xy_sum_ATAC::activated_cd8_positive_alpha_beta_memory_t_cell__pc,3082562.7996926787
n_ATAC::activated_cd8_positive_alpha_beta_memory_t_cell__pc,257066779.0
pearson_r_ATAC::activated_cd8_positive_alpha_beta_t_cell__pc,-0.002667500284258258
p_value_ATAC::activated_cd8_positive_alpha_beta_t_cell__pc,0.0
fraction_within_ATAC::activated_cd8_positive_alpha_beta_t_cell__pc,0.018371375697667326
cosine_similarity_ATAC::activated_cd8_positive_alpha_beta_t_cell__pc,0.03338008260078083
x_sum_ATAC::activated_cd8_positive_alpha_beta_t_cell__pc,257016019.01388252
y_sum_ATAC::activated_cd8_positive_alpha_beta_t_cell__pc,5084981.200441405
x_squared_sum_ATAC::activated_cd8_positive_alpha_beta_t_cell__pc,3961717906.470374
y_squared_sum_ATAC::activated_cd8_positive_alpha_beta_t_cell__pc,5052623.140033867
xy_sum_ATAC::activated_cd8_positive_alpha_beta_t_cell__pc,4722670.376398217
n_ATAC::activated_cd8_positive_alpha_beta_t_cell__pc,257066779.0
pearson_r_ATAC::activated_naive_cd4_positive_alpha_beta_t_cell__pc,-0.002022383516050142
p_value_ATAC::activated_naive_cd4_positive_alpha_beta_t_cell__pc,1.199305109614189e-230
fraction_within_ATAC::activated_naive_cd4_positive_alpha_beta_t_cell__pc,0.023938030368003568
cosine_similarity_ATAC::activated_naive_cd4_positive_alpha_beta_t_cell__pc,0.038577866417984344
x_sum_ATAC::activated_naive_cd4_positive_alpha_beta_t_cell__pc,257016019.01388252
y_sum_ATAC::activated_naive_cd4_positive_alpha_beta_t_cell__pc,6462936.100546569
x_squared_sum_ATAC::activated_naive_cd4_positive_alpha_beta_t_cell__pc,3961717906.470374
y_squared_sum_ATAC::activated_naive_cd4_positive_alpha_beta_t_cell__pc,6422569.030035372
xy_sum_ATAC::activated_naive_cd4_positive_alpha_beta_t_cell__pc,6153672.362306862
n_ATAC::activated_naive_cd4_positive_alpha_beta_t_cell__pc,257066779.0
pearson_r_ATAC::activated_naive_cd8_positive_alpha_beta_t_cell__pc,-0.0022200840127219877
p_value_ATAC::activated_naive_cd8_positive_alpha_beta_t_cell__pc,1.6550301453992435e-277
fraction_within_ATAC::activated_naive_cd8_positive_alpha_beta_t_cell__pc,0.017624374960037017
cosine_similarity_ATAC::activated_naive_cd8_positive_alpha_beta_t_cell__pc,0.03289001484164239
x_sum_ATAC::activated_naive_cd8_positive_alpha_beta_t_cell__pc,257016019.01388252
y_sum_ATAC::activated_naive_cd8_positive_alpha_beta_t_cell__pc,4824520.400470212
x_squared_sum_ATAC::activated_naive_cd8_positive_alpha_beta_t_cell__pc,3961717906.470374
y_squared_sum_ATAC::activated_naive_cd8_positive_alpha_beta_t_cell__pc,4789692.940031005
xy_sum_ATAC::activated_naive_cd8_positive_alpha_beta_t_cell__pc,4530641.30286497
n_ATAC::activated_naive_cd8_positive_alpha_beta_t_cell__pc,257066779.0
pearson_r_ATAC::activated_t_cell__pc,-0.002015532545898452
p_value_ATAC::activated_t_cell__pc,4.2133593903769525e-229
fraction_within_ATAC::activated_t_cell__pc,0.025158726947965632
cosine_similarity_ATAC::activated_t_cell__pc,0.03957653871469263
x_sum_ATAC::activated_t_cell__pc,257016019.01388252
y_sum_ATAC::activated_t_cell__pc,6783066.3005686775
x_squared_sum_ATAC::activated_t_cell__pc,3961717906.470374
y_squared_sum_ATAC::activated_t_cell__pc,6740778.690033746
xy_sum_ATAC::activated_t_cell__pc,6467472.900254026
n_ATAC::activated_t_cell__pc,257066779.0
pearson_r_ATAC::activated_t_helper_17_cell__pc,-0.002055010065432817
p_value_ATAC::activated_t_helper_17_cell__pc,4.4256458487069173e-238
fraction_within_ATAC::activated_t_helper_17_cell__pc,0.01902324384130867
cosine_similarity_ATAC::activated_t_helper_17_cell__pc,0.03428548815700272
x_sum_ATAC::activated_t_helper_17_cell__pc,257016019.01388252
y_sum_ATAC::activated_t_helper_17_cell__pc,5171826.000495985
x_squared_sum_ATAC::activated_t_helper_17_cell__pc,3961717906.470374
y_squared_sum_ATAC::activated_t_helper_17_cell__pc,5135193.800030496
xy_sum_ATAC::activated_t_helper_17_cell__pc,4890244.020416807
n_ATAC::activated_t_helper_17_cell__pc,257066779.0
pearson_r_ATAC::adipose__tis,-0.0010984454277906802
p_value_ATAC::adipose__tis,2.0029174117155227e-69
fraction_within_ATAC::adipose__tis,0.0076041515693976314
cosine_similarity_ATAC::adipose__tis,0.021806224846497267
x_sum_ATAC::adipose__tis,257016019.01388252
y_sum_ATAC::adipose__tis,2050016.0002987236
x_squared_sum_ATAC::adipose__tis,3961717906.470374
y_squared_sum_ATAC::adipose__tis,2028378.1400273745
xy_sum_ATAC::adipose__tis,1954774.7509728442
n_ATAC::adipose__tis,257066779.0
pearson_r_ATAC::adrenal_gland__dm_htn_tis,-0.0013881812556845528
p_value_ATAC::adrenal_gland__dm_htn_tis,9.619118513615287e-110
fraction_within_ATAC::adrenal_gland__dm_htn_tis,0.04206917596073589
cosine_similarity_ATAC::adrenal_gland__dm_htn_tis,0.051759072913734216
x_sum_ATAC::adrenal_gland__dm_htn_tis,257016019.01388252
y_sum_ATAC::adrenal_gland__dm_htn_tis,11091103.60097298
x_squared_sum_ATAC::adrenal_gland__dm_htn_tis,3961717906.470374
y_squared_sum_ATAC::adrenal_gland__dm_htn_tis,11019538.240073167
xy_sum_ATAC::adrenal_gland__dm_htn_tis,10814587.559410606
n_ATAC::adrenal_gland__dm_htn_tis,257066779.0
pearson_r_ATAC::adrenal_gland__tis,-0.0009089218613310912
p_value_ATAC::adrenal_gland__tis,4.1702831179080155e-48
fraction_within_ATAC::adrenal_gland__tis,0.046316224678058945
cosine_similarity_ATAC::adrenal_gland__tis,0.054551577958364884
x_sum_ATAC::adrenal_gland__tis,257016019.01388252
y_sum_ATAC::adrenal_gland__tis,12095994.500966072
x_squared_sum_ATAC::adrenal_gland__tis,3961717906.470374
y_squared_sum_ATAC::adrenal_gland__tis,12024306.35006091
xy_sum_ATAC::adrenal_gland__tis,11906362.693428924
n_ATAC::adrenal_gland__tis,257066779.0
pearson_r_ATAC::anterior_cingulate_cortex__oth,-0.0010328123920330262
p_value_ATAC::anterior_cingulate_cortex__oth,1.3695852187114353e-61
fraction_within_ATAC::anterior_cingulate_cortex__oth,0.005509801057335716
cosine_similarity_ATAC::anterior_cingulate_cortex__oth,0.018495058722335804
x_sum_ATAC::anterior_cingulate_cortex__oth,257016019.01388252
y_sum_ATAC::anterior_cingulate_cortex__oth,1492943.9001602829
x_squared_sum_ATAC::anterior_cingulate_cortex__oth,3961717906.470374
y_squared_sum_ATAC::anterior_cingulate_cortex__oth,1480364.8699958553
xy_sum_ATAC::anterior_cingulate_cortex__oth,1416386.8107400867
n_ATAC::anterior_cingulate_cortex__oth,257066779.0
pearson_r_ATAC::aorta__tis,-0.0015297628659543055
p_value_ATAC::aorta__tis,7.581331821587326e-133
fraction_within_ATAC::aorta__tis,0.016293633268325614
cosine_similarity_ATAC::aorta__tis,0.03189669140499638
x_sum_ATAC::aorta__tis,257016019.01388252
y_sum_ATAC::aorta__tis,4382001.600406408
x_squared_sum_ATAC::aorta__tis,3961717906.470374
y_squared_sum_ATAC::aorta__tis,4352642.160039876
xy_sum_ATAC::aorta__tis,4188551.822495708
n_ATAC::aorta__tis,257066779.0
pearson_r_ATAC::ascs__sc,-0.0009668010933922085
p_value_ATAC::ascs__sc,3.414409057043137e-54
fraction_within_ATAC::ascs__sc,0.010666927357693307
cosine_similarity_ATAC::ascs__sc,0.025951644764635927
x_sum_ATAC::ascs__sc,257016019.01388252
y_sum_ATAC::ascs__sc,2840907.800312422
x_squared_sum_ATAC::ascs__sc,3961717906.470374
y_squared_sum_ATAC::ascs__sc,2818105.6000247234
xy_sum_ATAC::ascs__sc,2742112.657669199
n_ATAC::ascs__sc,257066779.0
pearson_r_ATAC::aska__cancer_cl,-0.0018679435098752633
p_value_ATAC::aska__cancer_cl,4.489345320216775e-197
fraction_within_ATAC::aska__cancer_cl,0.0027574132190999064
cosine_similarity_ATAC::aska__cancer_cl,0.012567549023430009
x_sum_ATAC::aska__cancer_cl,257016019.01388252
y_sum_ATAC::aska__cancer_cl,810719.4001054913
x_squared_sum_ATAC::aska__cancer_cl,3961717906.470374
y_squared_sum_ATAC::aska__cancer_cl,802991.4000083006
xy_sum_ATAC::aska__cancer_cl,708839.3346060342
n_ATAC::aska__cancer_cl,257066779.0
pearson_r_ATAC::at_hmsc_tert__cl,-0.0007979895251228195
p_value_ATAC::at_hmsc_tert__cl,1.761872345305265e-37
fraction_within_ATAC::at_hmsc_tert__cl,0.0027863399371231886
cosine_similarity_ATAC::at_hmsc_tert__cl,0.013145205631465979
x_sum_ATAC::at_hmsc_tert__cl,257016019.01388252
y_sum_ATAC::at_hmsc_tert__cl,758410.600121364
x_squared_sum_ATAC::at_hmsc_tert__cl,3961717906.470374
y_squared_sum_ATAC::at_hmsc_tert__cl,749448.5000070635
xy_sum_ATAC::at_hmsc_tert__cl,716275.4328353206
n_ATAC::at_hmsc_tert__cl,257066779.0
pearson_r_ATAC::b_cell__ebv_pc,-0.0029788812496582702
p_value_ATAC::b_cell__ebv_pc,0.0
fraction_within_ATAC::b_cell__ebv_pc,0.0017240692097186825
cosine_similarity_ATAC::b_cell__ebv_pc,0.009289383130185007
x_sum_ATAC::b_cell__ebv_pc,257016019.01388252
y_sum_ATAC::b_cell__ebv_pc,580596.0000810623
x_squared_sum_ATAC::b_cell__ebv_pc,3961717906.470374
y_squared_sum_ATAC::b_cell__ebv_pc,574571.4000041543
xy_sum_ATAC::b_cell__ebv_pc,443200.9185154572
n_ATAC::b_cell__ebv_pc,257066779.0
pearson_r_ATAC::b_cell__hgg_pc,-0.00254807715298942
p_value_ATAC::b_cell__hgg_pc,0.0
fraction_within_ATAC::b_cell__hgg_pc,0.0023503354455928693
cosine_similarity_ATAC::b_cell__hgg_pc,0.011247569691038151
x_sum_ATAC::b_cell__hgg_pc,257016019.01388252
y_sum_ATAC::b_cell__hgg_pc,736510.0001076087
x_squared_sum_ATAC::b_cell__hgg_pc,3961717906.470374
y_squared_sum_ATAC::b_cell__hgg_pc,728367.7000032204
xy_sum_ATAC::b_cell__hgg_pc,604193.1625680886
n_ATAC::b_cell__hgg_pc,257066779.0
pearson_r_ATAC::b_cell__oth,-0.0035122052050104756
p_value_ATAC::b_cell__oth,0.0
fraction_within_ATAC::b_cell__oth,0.0025431278011817573
cosine_similarity_ATAC::b_cell__oth,0.011307933968498603
x_sum_ATAC::b_cell__oth,257016019.01388252
y_sum_ATAC::b_cell__oth,849952.200087592
x_squared_sum_ATAC::b_cell__oth,3961717906.470374
y_squared_sum_ATAC::b_cell__oth,843680.8800103831
xy_sum_ATAC::b_cell__oth,653753.6724351468
n_ATAC::b_cell__oth,257066779.0
pearson_r_ATAC::b_cell__pc,-0.0035469314216885098
p_value_ATAC::b_cell__pc,0.0
fraction_within_ATAC::b_cell__pc,0.007932763084962277
cosine_similarity_ATAC::b_cell__pc,0.021129215980184097
x_sum_ATAC::b_cell__pc,257016019.01388252
y_sum_ATAC::b_cell__pc,2369214.800241716
x_squared_sum_ATAC::b_cell__pc,3961717906.470374
y_squared_sum_ATAC::b_cell__pc,2351205.3800120917
xy_sum_ATAC::b_cell__pc,2039249.854821356
n_ATAC::b_cell__pc,257066779.0
pearson_r_ATAC::b_cell__sle_oth,-0.0036374785684198923
p_value_ATAC::b_cell__sle_oth,0.0
fraction_within_ATAC::b_cell__sle_oth,0.00878294751467861
cosine_similarity_ATAC::b_cell__sle_oth,0.02224587381655041
x_sum_ATAC::b_cell__sle_oth,257016019.01388252
y_sum_ATAC::b_cell__sle_oth,2613496.9001800567
x_squared_sum_ATAC::b_cell__sle_oth,3961717906.470374
y_squared_sum_ATAC::b_cell__sle_oth,2600099.690009939
xy_sum_ATAC::b_cell__sle_oth,2257804.0277244854
n_ATAC::b_cell__sle_oth,257066779.0
pearson_r_ATAC::basal_amygdala__oth,-0.0007563835402928107
p_value_ATAC::basal_amygdala__oth,7.567901341586876e-34
fraction_within_ATAC::basal_amygdala__oth,0.0062435592860019835
cosine_similarity_ATAC::basal_amygdala__oth,0.019869699562961234
x_sum_ATAC::basal_amygdala__oth,257016019.01388252
y_sum_ATAC::basal_amygdala__oth,1664230.3002323806
x_squared_sum_ATAC::basal_amygdala__oth,3961717906.470374
y_squared_sum_ATAC::basal_amygdala__oth,1646987.2700145512
xy_sum_ATAC::basal_amygdala__oth,1605011.6751480696
n_ATAC::basal_amygdala__oth,257066779.0
pearson_r_ATAC::be2c__cancer_cl,-0.0012270362585740046
p_value_ATAC::be2c__cancer_cl,3.6413807712530084e-86
fraction_within_ATAC::be2c__cancer_cl,0.008052572792062462
cosine_similarity_ATAC::be2c__cancer_cl,0.022382318231646856
x_sum_ATAC::be2c__cancer_cl,257016019.01388252
y_sum_ATAC::be2c__cancer_cl,2179750.1002802104
x_squared_sum_ATAC::be2c__cancer_cl,3961717906.470374
y_squared_sum_ATAC::be2c__cancer_cl,2159074.110020551
xy_sum_ATAC::be2c__cancer_cl,2070048.950318534
n_ATAC::be2c__cancer_cl,257066779.0
pearson_r_ATAC::bile_duct__dm_htn_tis,-0.0013261268386304164
p_value_ATAC::bile_duct__dm_htn_tis,2.542069678429762e-100
fraction_within_ATAC::bile_duct__dm_htn_tis,0.01601731690102824
cosine_similarity_ATAC::bile_duct__dm_htn_tis,0.03172612369707933
x_sum_ATAC::bile_duct__dm_htn_tis,257016019.01388252
y_sum_ATAC::bile_duct__dm_htn_tis,4283396.800431021
x_squared_sum_ATAC::bile_duct__dm_htn_tis,3961717906.470374
y_squared_sum_ATAC::bile_duct__dm_htn_tis,4251614.440031921
xy_sum_ATAC::bile_duct__dm_htn_tis,4117520.063969591
n_ATAC::bile_duct__dm_htn_tis,257066779.0
pearson_r_ATAC::bile_duct__tis,-0.0010235785446769357
p_value_ATAC::bile_duct__tis,1.5864274543166137e-60
fraction_within_ATAC::bile_duct__tis,0.03310929312007954
cosine_similarity_ATAC::bile_duct__tis,0.04600393766135741
x_sum_ATAC::bile_duct__tis,257016019.01388252
y_sum_ATAC::bile_duct__tis,8693003.700717077
x_squared_sum_ATAC::bile_duct__tis,3961717906.470374
y_squared_sum_ATAC::bile_duct__tis,8640088.050046392
xy_sum_ATAC::bile_duct__tis,8511299.337345708
n_ATAC::bile_duct__tis,257066779.0
pearson_r_ATAC::bin_67__cancer_cl,-0.0023128930131798495
p_value_ATAC::bin_67__cancer_cl,5.2098841315563195e-301
fraction_within_ATAC::bin_67__cancer_cl,0.0035905448897178066
cosine_similarity_ATAC::bin_67__cancer_cl,0.014267576995906342
x_sum_ATAC::bin_67__cancer_cl,257016019.01388252
y_sum_ATAC::bin_67__cancer_cl,1067610.3001551554
x_squared_sum_ATAC::bin_67__cancer_cl,3961717906.470374
y_squared_sum_ATAC::bin_67__cancer_cl,1056400.5900155583
xy_sum_ATAC::bin_67__cancer_cl,923009.8096546668
n_ATAC::bin_67__cancer_cl,257066779.0
pearson_r_ATAC::bj_5ta__cl,-0.001140351301759186
p_value_ATAC::bj_5ta__cl,1.1179135711197632e-74
fraction_within_ATAC::bj_5ta__cl,0.013944620519196468
cosine_similarity_ATAC::bj_5ta__cl,0.029646461292537157
x_sum_ATAC::bj_5ta__cl,257016019.01388252
y_sum_ATAC::bj_5ta__cl,3717796.6003746316
x_squared_sum_ATAC::bj_5ta__cl,3961717906.470374
y_squared_sum_ATAC::bj_5ta__cl,3690422.080030147
xy_sum_ATAC::bj_5ta__cl,3584698.681247144
n_ATAC::bj_5ta__cl,257066779.0
pearson_r_ATAC::bj__cl,-0.0010594255864113528
p_value_ATAC::bj__cl,1.0409219035703052e-64
fraction_within_ATAC::bj__cl,0.021297048427734874
cosine_similarity_ATAC::bj__cl,0.03678491389927914
x_sum_ATAC::bj__cl,257016019.01388252
y_sum_ATAC::bj__cl,5626662.900485121
x_squared_sum_ATAC::bj__cl,3961717906.470374
y_squared_sum_ATAC::bj__cl,5591234.570039035
xy_sum_ATAC::bj__cl,5474763.641524819
n_ATAC::bj__cl,257066779.0
pearson_r_ATAC::blca__cancer_cl,-0.001698109660999112
p_value_ATAC::blca__cancer_cl,3.169796917221521e-163
fraction_within_ATAC::blca__cancer_cl,0.01625305721500785
cosine_similarity_ATAC::blca__cancer_cl,0.03177975446545075
x_sum_ATAC::blca__cancer_cl,257016019.01388252
y_sum_ATAC::blca__cancer_cl,4393013.800414875
x_squared_sum_ATAC::blca__cancer_cl,3961717906.470374
y_squared_sum_ATAC::blca__cancer_cl,4362921.680038253
xy_sum_ATAC::blca__cancer_cl,4178121.0671647787
n_ATAC::blca__cancer_cl,257066779.0
pearson_r_ATAC::bm_hmsc_tert4__cl,-0.0007993204097771594
p_value_ATAC::bm_hmsc_tert4__cl,1.3384194890967043e-37
fraction_within_ATAC::bm_hmsc_tert4__cl,0.0006941164710739058
cosine_similarity_ATAC::bm_hmsc_tert4__cl,0.00638221558905552
x_sum_ATAC::bm_hmsc_tert4__cl,257016019.01388252
y_sum_ATAC::bm_hmsc_tert4__cl,200075.80004313588
x_squared_sum_ATAC::bm_hmsc_tert4__cl,3961717906.470374
y_squared_sum_ATAC::bm_hmsc_tert4__cl,197301.3800114136
xy_sum_ATAC::bm_hmsc_tert4__cl,178434.28546981566
n_ATAC::bm_hmsc_tert4__cl,257066779.0
pearson_r_ATAC::body_of_pancreas__tis,-0.0013590666175817083
p_value_ATAC::body_of_pancreas__tis,2.8654224173528582e-105
fraction_within_ATAC::body_of_pancreas__tis,0.0215360379028576
cosine_similarity_ATAC::body_of_pancreas__tis,0.03686918300195266
x_sum_ATAC::body_of_pancreas__tis,257016019.01388252
y_sum_ATAC::body_of_pancreas__tis,5732448.300565064
x_squared_sum_ATAC::body_of_pancreas__tis,3961717906.470374
y_squared_sum_ATAC::body_of_pancreas__tis,5691319.270049228
xy_sum_ATAC::body_of_pancreas__tis,5536199.896109518
n_ATAC::body_of_pancreas__tis,257066779.0
pearson_r_ATAC::brca__cancer_cl,-0.0010400992079066397
p_value_ATAC::brca__cancer_cl,1.9515485430159803e-62
fraction_within_ATAC::brca__cancer_cl,0.03584977539617831
cosine_similarity_ATAC::brca__cancer_cl,0.047897080553658225
x_sum_ATAC::brca__cancer_cl,257016019.01388252
y_sum_ATAC::brca__cancer_cl,9407570.000845343
x_squared_sum_ATAC::brca__cancer_cl,3961717906.470374
y_squared_sum_ATAC::brca__cancer_cl,9344652.500046194
xy_sum_ATAC::brca__cancer_cl,9215786.288969008
n_ATAC::brca__cancer_cl,257066779.0
pearson_r_ATAC::breast_epithelium__tis,-0.001021178941729604
p_value_ATAC::breast_epithelium__tis,2.9876223350589475e-60
fraction_within_ATAC::breast_epithelium__tis,0.0201585526270688
cosine_similarity_ATAC::breast_epithelium__tis,0.03580648111825575
x_sum_ATAC::breast_epithelium__tis,257016019.01388252
y_sum_ATAC::breast_epithelium__tis,5324563.900510237
x_squared_sum_ATAC::breast_epithelium__tis,3961717906.470374
y_squared_sum_ATAC::breast_epithelium__tis,5286932.57003713
xy_sum_ATAC::breast_epithelium__tis,5182094.193142564
n_ATAC::breast_epithelium__tis,257066779.0
pearson_r_ATAC::bulk_b__oth,-0.004055419690932184
p_value_ATAC::bulk_b__oth,0.0
fraction_within_ATAC::bulk_b__oth,0.006297926149906733
cosine_similarity_ATAC::bulk_b__oth,0.01842931973125122
x_sum_ATAC::bulk_b__oth,257016019.01388252
y_sum_ATAC::bulk_b__oth,1962562.4002006948
x_squared_sum_ATAC::bulk_b__oth,3961717906.470374
y_squared_sum_ATAC::bulk_b__oth,1947981.740018222
xy_sum_ATAC::bulk_b__oth,1618987.589736395
n_ATAC::bulk_b__oth,257066779.0
pearson_r_ATAC::c15__cl,-0.0027396371540808657
p_value_ATAC::c15__cl,0.0
fraction_within_ATAC::c15__cl,0.015342881000136692
cosine_similarity_ATAC::c15__cl,0.030389290348121326
x_sum_ATAC::c15__cl,257016019.01388252
y_sum_ATAC::c15__cl,4285935.100457199
x_squared_sum_ATAC::c15__cl,3961717906.470374
y_squared_sum_ATAC::c15__cl,4251880.790022973
xy_sum_ATAC::c15__cl,3944144.999285438
n_ATAC::c15__cl,257066779.0
pearson_r_ATAC::cardiac_septum__tis,-0.0020713185686889193
p_value_ATAC::cardiac_septum__tis,7.692703788045198e-242
fraction_within_ATAC::cardiac_septum__tis,0.009212792440813026
cosine_similarity_ATAC::cardiac_septum__tis,0.023566357504092795
x_sum_ATAC::cardiac_septum__tis,257016019.01388252
y_sum_ATAC::cardiac_septum__tis,2569087.3002650067
x_squared_sum_ATAC::cardiac_septum__tis,3961717906.470374
y_squared_sum_ATAC::cardiac_septum__tis,2549212.3500108267
xy_sum_ATAC::cardiac_septum__tis,2368302.8783553527
n_ATAC::cardiac_septum__tis,257066779.0
pearson_r_ATAC::catilage__tis,-0.0014746439962190028
p_value_ATAC::catilage__tis,1.3792265038478608e-123
fraction_within_ATAC::catilage__tis,0.004541500571056322
cosine_similarity_ATAC::catilage__tis,0.016548389494333265
x_sum_ATAC::catilage__tis,257016019.01388252
y_sum_ATAC::catilage__tis,1268072.4001600295
x_squared_sum_ATAC::catilage__tis,3961717906.470374
y_squared_sum_ATAC::catilage__tis,1256306.6000100507
xy_sum_ATAC::catilage__tis,1167468.9236281095
n_ATAC::catilage__tis,257066779.0
pearson_r_ATAC::ccrf_cem__cancer_cl,-0.0029976252084123914
p_value_ATAC::ccrf_cem__cancer_cl,0.0
fraction_within_ATAC::ccrf_cem__cancer_cl,0.002936613402168088
cosine_similarity_ATAC::ccrf_cem__cancer_cl,0.01248014396284766
x_sum_ATAC::ccrf_cem__cancer_cl,257016019.01388252
y_sum_ATAC::ccrf_cem__cancer_cl,930112.6000897586
x_squared_sum_ATAC::ccrf_cem__cancer_cl,3961717906.470374
y_squared_sum_ATAC::ccrf_cem__cancer_cl,923554.9200070676
xy_sum_ATAC::ccrf_cem__cancer_cl,754905.748463582
n_ATAC::ccrf_cem__cancer_cl,257066779.0
pearson_r_ATAC::ccrf_cem_slfn11_knockout__cancer_pc,-0.0017881375239564659
p_value_ATAC::ccrf_cem_slfn11_knockout__cancer_pc,9.089674533440274e-181
fraction_within_ATAC::ccrf_cem_slfn11_knockout__cancer_pc,0.0010811385460179476
cosine_similarity_ATAC::ccrf_cem_slfn11_knockout__cancer_pc,0.007594707719304449
x_sum_ATAC::ccrf_cem_slfn11_knockout__cancer_pc,257016019.01388252
y_sum_ATAC::ccrf_cem_slfn11_knockout__cancer_pc,341228.1000410989
x_squared_sum_ATAC::ccrf_cem_slfn11_knockout__cancer_pc,3961717906.470374
y_squared_sum_ATAC::ccrf_cem_slfn11_knockout__cancer_pc,338025.0900005596
xy_sum_ATAC::ccrf_cem_slfn11_knockout__cancer_pc,277924.80367757706
n_ATAC::ccrf_cem_slfn11_knockout__cancer_pc,257066779.0
pearson_r_ATAC::cd19_positive_b_cell__pc,-0.003620512792246681
p_value_ATAC::cd19_positive_b_cell__pc,0.0
fraction_within_ATAC::cd19_positive_b_cell__pc,0.006137280660079814
cosine_similarity_ATAC::cd19_positive_b_cell__pc,0.01834485365799913
x_sum_ATAC::cd19_positive_b_cell__pc,257016019.01388252
y_sum_ATAC::cd19_positive_b_cell__pc,1878056.7001515776
x_squared_sum_ATAC::cd19_positive_b_cell__pc,3961717906.470374
y_squared_sum_ATAC::cd19_positive_b_cell__pc,1866946.310011457
xy_sum_ATAC::cd19_positive_b_cell__pc,1577690.9711057115
n_ATAC::cd19_positive_b_cell__pc,257066779.0
pearson_r_ATAC::cd34_positive_hspc__pc,-0.0035063862613755564
p_value_ATAC::cd34_positive_hspc__pc,0.0
fraction_within_ATAC::cd34_positive_hspc__pc,0.0008084846426551425
cosine_similarity_ATAC::cd34_positive_hspc__pc,0.0057823627295740705
x_sum_ATAC::cd34_positive_hspc__pc,257016019.01388252
y_sum_ATAC::cd34_positive_hspc__pc,329694.3000490144
x_squared_sum_ATAC::cd34_positive_hspc__pc,3961717906.470374
y_squared_sum_ATAC::cd34_positive_hspc__pc,326092.8300036007
xy_sum_ATAC::cd34_positive_hspc__pc,207834.5429583235
n_ATAC::cd34_positive_hspc__pc,257066779.0
pearson_r_ATAC::cd4_positive_alpha_beta_t_cell__pc,-0.003438540934096101
p_value_ATAC::cd4_positive_alpha_beta_t_cell__pc,0.0
fraction_within_ATAC::cd4_positive_alpha_beta_t_cell__pc,0.008537622882854647
cosine_similarity_ATAC::cd4_positive_alpha_beta_t_cell__pc,0.022020132312562054
x_sum_ATAC::cd4_positive_alpha_beta_t_cell__pc,257016019.01388252
y_sum_ATAC::cd4_positive_alpha_beta_t_cell__pc,2525011.900234632
x_squared_sum_ATAC::cd4_positive_alpha_beta_t_cell__pc,3961717906.470374
y_squared_sum_ATAC::cd4_positive_alpha_beta_t_cell__pc,2507508.7100136
xy_sum_ATAC::cd4_positive_alpha_beta_t_cell__pc,2194739.2148121386
n_ATAC::cd4_positive_alpha_beta_t_cell__pc,257066779.0
pearson_r_ATAC::cd4_positive_cd25_positive_alpha_beta_regulatory_t_cell__pc,-0.002847434508928906
p_value_ATAC::cd4_positive_cd25_positive_alpha_beta_regulatory_t_cell__pc,0.0
fraction_within_ATAC::cd4_positive_cd25_positive_alpha_beta_regulatory_t_cell__pc,0.00844311370738127
cosine_similarity_ATAC::cd4_positive_cd25_positive_alpha_beta_regulatory_t_cell__pc,0.022167004298623727
x_sum_ATAC::cd4_positive_cd25_positive_alpha_beta_regulatory_t_cell__pc,257016019.01388252
y_sum_ATAC::cd4_positive_cd25_positive_alpha_beta_regulatory_t_cell__pc,2439241.50026273
x_squared_sum_ATAC::cd4_positive_cd25_positive_alpha_beta_regulatory_t_cell__pc,3961717906.470374
y_squared_sum_ATAC::cd4_positive_cd25_positive_alpha_beta_regulatory_t_cell__pc,2419912.310018949
